"alpha","beta","sigma","convergence"
0.00723081801620225,1.85202027966934e-13,0.684734315076873,6.70708961754805e-05
0.0100996149388051,1.97218821753938e-09,0.786913232374852,3.18399106990218e-06
0.012380241857867,1.71962726959456e-12,0.802538989970891,2.9208989006736e-05
0.00691034529852845,5.1891577257385e-09,0.547914652335717,1.03558697261539e-06
0.0111275457450445,1.32954654401574e-08,0.636570791264054,4.7722721001288e-06
0.0155808659510453,1.18353473032057e-08,0.773129010211034,6.35115975506885e-05
0.00734881403110829,3.15351884217721e-14,0.643086222484757,8.97166649033892e-05
0.00692395462562177,9.88404301487779e-14,0.559666451011956,2.44925572054269e-05
0.00981981598878872,1.52320183357885e-13,0.650048480794495,1.1230098977847e-06
0.00952398223729312,5.02199338861709e-14,0.648697726084429,9.25487883549458e-05
0.0112691977890174,1.42291378001981e-08,0.473808909958081,1.54406822124079e-07
0.012522611050506,3.77202996893169e-09,0.687590372538992,9.08022176407848e-06
0.00947836416550036,6.13065656684528e-09,0.580781177218904,1.29049112938842e-05
0.00835671388275729,1.65673208752893e-13,0.853500426189601,9.92099457437643e-05
0.0100011099527148,1.0844365712949e-13,0.735115620585245,1.23223477709782e-05
0.0211989829345636,2.89561367854585e-08,0.837299642967954,1.49372460020601e-05
0.0101821211018214,4.35586474434235e-13,0.736558100877676,4.09178868494129e-05
0.0138683629720947,8.24457825241395e-13,0.765370911899368,7.68709327681852e-05
0.0077452134642612,2.05374561301964e-12,0.671550412020261,4.23938874871527e-05
0.0206880218364743,1.81842718413946e-08,1.07361921731731,7.21911993962883e-05
0.0155458742469151,3.60349394970267e-08,0.516374722821112,7.54895981863371e-07
0.0108029947129606,6.37015627655835e-09,0.669937696185705,8.97237580225772e-05
0.0115641286529926,4.238698211357e-09,0.90606126473253,3.6391801725323e-05
0.00908119393070052,1.30411424889989e-09,0.618872082170094,1.71766125795989e-06
0.0223396844871864,2.23071883194066e-08,0.799230234922965,2.67385848157259e-05
0.0179481656160028,2.07665266452326e-08,0.764350679439467,1.22877576320987e-05
0.0239444593925177,4.34846631490881e-08,0.732383685408585,8.16727336548517e-06
0.0191842796100041,2.06237634204319e-08,1.09368472758491,4.41909994670087e-06
0.0220025780084983,3.09606722800472e-08,0.730728072142365,5.87869904195242e-06
0.00810695705896937,1.25714564259549e-08,0.767530538977618,6.83125032581961e-05
0.0280309286650214,3.16900413690528e-08,0.696287193924475,1.17153446978483e-06
0.00869797438602242,2.81981946324627e-13,0.594714320056468,9.22983864107519e-05
0.00972581085366619,4.83656096313636e-09,0.615450851448726,6.14503265156969e-06
0.0160667975134325,1.37278323837865e-08,0.6831284887993,8.15210560664167e-06
0.0112806363506278,1.6538188686114e-08,0.610321520396909,8.09410582598397e-05
0.0246210166989851,2.85168449631686e-08,0.677091290620564,1.50655899520984e-05
0.00622588432948372,5.25839651868415e-09,0.769031622182623,5.10624745600154e-07
0.0130924962986588,2.34477698086206e-08,0.619835174874406,4.30753238098964e-06
0.0149534694871919,2.39881095510393e-08,0.755335872107227,1.16768337641937e-05
0.0122619588522902,5.35228806910692e-09,0.861590105121818,8.23750138570619e-05
0.00764954377873776,2.06402240515009e-13,0.638827754828111,3.2228013505834e-05
0.00705686005203234,5.57906899500767e-09,0.754842657353178,1.36693264436447e-05
0.00752398153251142,1.10764215014903e-09,0.794709725510996,7.51827942282618e-06
0.00930701850355727,4.81760941974858e-09,0.604200938303657,2.01113029074774e-05
0.0118255930901971,7.69206379164809e-09,0.720371309065908,2.27441386111127e-06
0.033966519857757,3.76822833888042e-08,0.814692071652058,3.70434010711019e-05
0.0154038288121992,4.81323000389852e-09,0.855505192315649,4.69909185139543e-06
0.0110136860405228,7.2337899008676e-14,1.07119244542897,7.39636020118569e-05
0.00769590888524769,1.44378956153685e-12,0.68134840206724,9.0251072496334e-06
0.00928228738723912,2.70150551025832e-10,0.710138933586047,9.86608476197242e-05
0.00739908206523096,1.76191181797446e-11,0.920277432207929,1.51063940113656e-07
0.0130208854059767,4.75087505852497e-12,0.949966500501269,8.41169415075436e-05
0.00655561034419796,2.42108170236376e-13,0.806642024240157,5.14609687055279e-05
0.0099368087208997,5.44847382452621e-09,0.911124907730055,6.61826712027355e-05
0.00772800498438232,3.26752975871979e-13,0.828612828651559,5.04503588898942e-05
0.0109082423796242,1.20974319353591e-13,0.885919736913601,1.52762354289035e-05
0.00816771336502701,4.99995641939527e-13,0.677950157857392,2.31535603343297e-05
0.00688571900855443,8.7031831872411e-09,0.650637484425335,5.04295806479292e-05
0.00706387918408688,5.31889237735143e-09,0.623269231150019,2.90444659946165e-05
0.0143623050013987,2.25791050836116e-08,0.570489705430769,1.10810498985259e-05
0.009606336544559,6.47977606119883e-10,0.809021056075763,3.65746656276351e-06
0.0081054854687793,7.40189454512821e-14,0.631195407787313,1.04075732143194e-05
0.0086890264325024,9.88194701008165e-14,0.740158960841362,9.38821305099994e-07
0.00726291418160489,3.2835745099702e-13,0.816914819729279,1.04413824773443e-05
0.0080276398209301,4.89808313463022e-13,0.689239846732945,3.12463821071422e-05
0.00994631220420404,1.60186932538301e-13,0.863255599160229,8.41703218852412e-05
0.00980884709059047,1.5969801069804e-13,1.05593717583773,7.12867798691548e-05
0.00878369871069088,6.86966527079541e-09,0.649312946926753,1.65187347352986e-05
0.0266407241496534,2.95826989286346e-08,0.887028903859732,8.59457753726309e-05
0.0203909137479345,1.79149510742553e-08,0.631165639435113,2.2019450567042e-05
0.0184236924090038,2.03904437087938e-08,0.861676830931972,5.18831286246677e-06
0.0171683130808267,1.37647565443612e-08,0.833185963365594,4.53959918145297e-06
0.0159171095375679,1.67870610667522e-08,0.769030770110664,1.4235798177128e-05
0.00771064457795237,2.29305175040299e-12,0.59323620912656,3.37971886070602e-05
0.0207550660939702,3.47306840861385e-08,0.836550037402597,2.04619511693074e-06
0.00921185580939316,6.37266331466663e-09,1.01178894464644,6.64039497347446e-05
0.0111166723805037,2.74403811195675e-13,0.778937792525876,4.67746885271094e-05
0.0164116983049482,1.2107393212838e-08,0.854795639256871,8.89169306763332e-05
0.00735228369642268,1.68442032111664e-09,0.878952661663726,1.07865403007367e-05
0.016196722550726,1.8539857282754e-08,0.703878979264829,1.95327737538962e-05
0.0114779339052313,1.0767894320967e-08,0.54704357770577,2.99930000274005e-05
0.0192345246018529,2.45469776994227e-08,0.651702222675019,3.37816667192438e-06
0.00929422533419328,6.39270615106216e-09,0.709117098370029,3.37855955089974e-05
0.0138784592740124,1.85613970507999e-08,0.780173841108636,4.92439714840884e-06
0.0159750326449792,9.89455599491233e-09,0.92643252283795,7.53160326744176e-05
0.00934080886398828,1.00059996740766e-08,0.579105792773286,7.38353139591016e-08
0.0137922023479434,6.24988360290165e-09,0.652590401982074,9.88644757090639e-05
0.0101234789390299,1.28607162686132e-08,0.593304996790042,5.85430230508188e-05
0.0107463267576668,1.39625561933881e-09,0.633125718632755,1.44206791196714e-05
0.00717735328213098,4.46122205648455e-09,0.808496374942318,5.53776075054443e-06
0.0108207433529578,4.00823215598394e-14,0.826291213150932,4.86060472622912e-06
0.00604911272610778,2.14484906843329e-13,0.66736460584354,5.50319248778766e-05
0.00940254632749166,2.44585744204463e-13,0.846485390972623,4.05338594454723e-05
0.00606684594651173,1.54118233299307e-13,0.576692198298119,4.72112280740417e-05
0.00603435654733469,2.12083919382889e-13,0.59375101283422,2.5036078781522e-05
0.0102911886409918,1.43740265688612e-08,0.704681960025364,8.32676652730164e-06
0.0116064442707805,4.99005431055307e-09,0.814172386990868,8.31959051339792e-05
0.0111881349358908,1.23533579225122e-08,0.469909296553058,8.87078848453683e-05
0.0148014108623977,2.13787873115592e-08,0.396896145773103,6.72244396169113e-06
0.0101371618881808,1.00895592022959e-08,0.615127637464068,1.2822099354637e-05
0.00989096371783241,6.53875136235655e-09,0.554798272307475,4.1179999202916e-06
0.00934382408712777,3.01876648349068e-10,0.562440664764474,1.26821588248483e-06
0.0128661607534329,1.22228582281113e-12,0.739489015658607,1.91567994661956e-05
0.0260995134294004,3.18814324235215e-08,0.81999740830532,7.00281129279587e-05
0.00763015440653084,4.89342495130324e-14,0.511286173456916,6.41634138399949e-05
0.00782070410478517,1.55705410892872e-13,0.614497604280715,2.34983965239819e-05
0.0320667556152926,2.63331061655677e-08,0.953548511860467,1.67368765996707e-05
0.0127089239335405,5.87560106469268e-09,0.84118710534145,3.20753780647649e-06
0.0241531974582012,2.13823450469495e-08,0.794519753843415,5.30810250132636e-05
0.0126853342738043,1.44774733600469e-08,0.5523001003303,6.34574998815502e-05
0.0146189148784821,1.98481809218546e-08,0.584057246512099,3.63708113516429e-05
0.0158678358440494,2.41553130176007e-08,0.447165732389419,9.20274282328136e-06
0.0146462600669652,1.38667989278039e-08,0.639440833731077,3.26977289502801e-05
0.0111157072703881,8.31265007712051e-09,0.813284878845155,3.50368493061588e-06
0.0317173173061713,3.2460815924087e-08,0.784077156921802,1.74709290371113e-05
0.0204168634647943,1.5412967657766e-08,0.925694578864184,1.01439594757929e-05
0.0104362042445889,1.41692933316453e-08,0.645073279930541,9.02133245305677e-05
0.0461134143380261,5.629561951202e-08,0.753038911619016,4.54481832043971e-05
0.015776762079183,1.30099250692522e-08,0.790255078736779,1.70849511689392e-06
0.0206310667682508,3.04803458661651e-08,0.71508372940647,2.73449794411805e-06
0.0093266397062606,5.49675196595142e-09,0.600520573771017,7.43349621476726e-05
0.00961363622645351,7.70220766750939e-09,0.752579584773058,4.65992980164937e-05
0.0126013332547596,1.40683453000935e-08,0.688350437543643,3.03668204575526e-06
0.0142999752714846,6.47314584515009e-09,0.64954471809663,3.55252618421771e-05
0.013966110704122,2.15579932064976e-08,0.741765943008897,2.4160511161293e-05
0.0191943431676652,1.88117319055922e-08,0.662078519557304,4.40701113656233e-05
0.00831236537815329,4.46802536758277e-09,0.779789586651536,3.17553599212305e-06
0.0102135810523786,1.34712158446381e-08,0.688357545058501,5.84366896574892e-05
0.0143926920582187,9.39346776512415e-09,0.759919205406806,3.57116869778018e-06
0.0118675732748144,9.38898873830038e-09,0.858157665372516,1.3434249674397e-06
0.00765745858519882,1.74680916517159e-12,0.712092527617526,5.4432204331767e-05
0.0122925144113583,2.42162249867019e-08,0.839027538636384,9.04937592716229e-06
0.00690880005466215,1.62986972068577e-09,0.594207378238423,6.41171255905078e-05
0.0158854387836384,2.0873237224296e-08,0.745794651302833,1.15181462549345e-05
0.00954590657079612,3.0531515822282e-09,0.738457079012207,2.62189866798655e-05
0.00824273683733096,8.06657542372069e-09,0.727079231459927,5.13571413778953e-06
0.0273542162691211,5.62877938505272e-08,0.71046740409213,8.85311716574214e-05
0.0102065689575756,1.08339405556292e-08,0.841429664990713,6.2699811239193e-05
0.010741985531706,2.51413352397524e-09,1.0261678347957,5.61039338023612e-06
0.0120886547919287,2.27508013868058e-08,0.726302779685645,1.58945274233944e-05
0.0107433712409723,6.24392905408788e-09,0.648864204052892,1.62327943276681e-05
0.0146210917671707,1.94412230890876e-09,0.832948098342773,8.79071600128213e-05
0.0082887271129171,4.7474860397565e-09,0.833891969217202,3.1857524980073e-06
0.0125681914335213,2.32656937465946e-08,0.661832140118233,3.93017086447174e-06
0.0129856826639821,1.48767836462588e-08,0.653763976042005,2.60710734512941e-05
0.0129398357161718,1.46624676460442e-08,0.7610691052738,7.12669536272281e-05
0.0245757506309347,2.75066142396162e-08,0.563091733956419,1.3313530107242e-06
0.0109233803766427,4.70701791619995e-09,0.717562528179363,6.11687815347259e-06
0.00875375614364356,4.2228978074022e-13,0.622684169196875,5.24721526501989e-06
0.00817196891483956,1.923860642386e-13,0.580651682264163,7.31088610555877e-05
0.00957703672834639,8.02769175216488e-13,0.506367590620691,4.40620738129018e-05
0.0063798212799347,5.85694337961736e-14,0.924811749997984,3.2790519424761e-05
0.0239899339282908,2.47527827448563e-08,0.846314835594955,5.70549798345427e-06
0.00901745249154114,2.34813939361463e-13,0.478039646486242,9.40940870132455e-06
0.00892449374478491,1.35288864481964e-13,0.614091845334825,8.25664120290476e-05
0.00902942236294998,1.27041081404721e-13,0.858449341384666,5.67870237236903e-05
0.0112791812679305,1.3177333550568e-13,0.704448045177977,2.69356898018789e-05
0.00728486424183016,3.32626300774509e-14,0.811426043991513,3.94749853322349e-05
0.00849957827319008,8.59684056776901e-13,0.745641713762419,5.22681461573387e-05
0.00887703382221494,4.15806733260012e-13,0.748773574826223,3.55925747812915e-05
0.0102394356180458,3.37443084080719e-13,0.747216073107043,1.84730731584452e-05
0.0119180689505864,6.11174449735026e-09,0.634663504791619,1.43080974772268e-05
0.01103104754631,1.38484185420144e-08,0.645897589568291,2.4851564087935e-05
0.0100114243258959,2.3445434897203e-09,0.72844906640998,1.47701834979208e-05
0.0257441832507076,2.01065344957338e-08,0.88137006705884,4.97634669989e-05
0.0124317159113826,1.53972070610596e-08,0.777722575998958,9.87231219562674e-05
0.00912187192823308,1.47119628461143e-09,0.839135712459872,2.74852273938768e-06
0.00787071182681949,1.01667007432136e-08,0.850490359736457,5.44235315665731e-05
0.013653970318513,1.47949817535721e-08,0.707535536811358,2.16403302592124e-05
0.00848709269565728,5.94346193971475e-10,0.791367013896496,3.09227347396724e-07
0.0127232668243904,1.31754140448753e-08,0.765817637764627,3.11470879846257e-06
0.00850791613088421,1.22545561729388e-09,0.755773821843257,9.30300807375024e-05
0.00782252346171701,2.80756836923902e-09,0.809998115964934,9.87052507012245e-07
0.00727391355475872,3.71924594417866e-09,0.731322897205966,3.83286077623883e-06
0.0126301151978403,5.99416369152804e-09,0.899652600798911,2.74526242983664e-07
0.0085724854253117,3.78039535150061e-13,0.811855220224156,1.05086434931548e-05
0.0139693571482316,8.63640817966491e-09,0.919838156627242,8.6333693660008e-06
0.025502735617626,2.48233661633078e-08,0.812431799726421,8.91833624831116e-06
0.015659485923503,1.18130281408333e-08,0.774176958505382,7.38590856756887e-05
0.00579614922726759,5.60972514652599e-13,0.704467659043475,2.31103277437624e-05
0.00709060244698669,3.57203535691949e-13,0.750451566140781,3.93119904379917e-05
0.00597178434036463,3.53495793499427e-13,0.707898445766075,5.26844953848182e-05
0.0120490761406332,1.31020095153417e-08,0.705566185032816,4.95708114294111e-05
0.013789357050777,7.49375910223666e-09,0.794139507729551,2.56716763929355e-05
0.00714564180950952,8.95483550115719e-12,0.538781944900186,7.2799149884292e-05
0.0075451749799989,1.1761011726865e-12,0.580729437463954,6.00572659004637e-05
0.00777737349799111,3.97621510236529e-13,0.690680683020359,6.50817938666383e-05
0.00806385070058169,3.50612763087439e-13,0.943554559263076,9.45415410911286e-05
0.00846480885867643,2.97086693306479e-13,0.851247215528922,6.85698696388169e-06
0.0109462029473426,2.55878438889644e-13,0.560163654161499,2.49352746868026e-05
0.0054003673889252,2.25182632392396e-09,0.56671164056081,1.72250755162971e-05
0.00818611902814344,2.11558452866356e-10,0.777881985801452,6.73330276874431e-05
0.00822279328995937,3.01808134864415e-09,0.701409515029224,5.0962439680808e-06
0.0101181427538613,5.56144510204965e-09,0.794611078014979,8.40371204769152e-06
0.0091448895061173,6.48681326185573e-13,0.738346062072605,1.62057644209336e-05
0.013184371927146,6.86259927646122e-14,0.750834402942509,7.13032366641644e-05
0.00774433843133584,6.60206640371752e-12,0.48540631966129,2.3015771323467e-05
0.0100810031573326,3.82710713491574e-09,0.791621816562492,6.67599731574062e-06
0.0144801317523189,7.4180703712778e-09,0.814523896148584,1.51674254316193e-05
0.0121424977066331,1.4429552006111e-08,0.545617501415201,2.6155685235413e-07
0.0078574428983698,1.94937825939323e-12,0.694235953923094,3.16694824499274e-05
0.00958466190859171,4.81291249266267e-09,0.709613505684941,4.07435471592379e-07
0.00848661893147657,8.97560720909566e-13,0.861981461807159,4.35200296318536e-05
0.0105015673141327,8.02880743179421e-13,0.746082583881397,6.59239259942136e-05
0.0321073583233479,4.42705636211084e-08,0.689456443926501,8.30641518829457e-06
0.01370133998822,6.08619508866184e-09,0.766721553497224,3.48946596903875e-05
0.0165011199936241,2.23415450609604e-08,0.83611699912992,2.47411123225039e-05
0.0164122773538959,1.22805621067837e-08,0.976473690702641,1.22315490468228e-05
0.0128281674120129,2.79077500493317e-08,0.518467030152094,1.33335619549429e-05
0.0154259091706026,2.26830936008678e-08,0.850415575408835,8.78709876700271e-06
0.0165515566011453,2.08102859808025e-08,0.689486068699434,4.37181119457784e-05
0.00825689848114176,3.35602881250536e-09,0.695377540015157,8.67443162762277e-07
0.0212091757934861,1.58763385218894e-08,0.852421719110954,6.79467465001778e-06
0.0114963191493248,1.1230923908213e-08,0.919517142291553,9.16958085958161e-06
0.0174291676347222,1.58230529021509e-08,0.91309518026155,3.18037403427251e-05
0.0202533323172864,1.98862677952774e-08,0.651883694414167,5.78577010327864e-05
0.0101543978162317,1.17564062477969e-08,0.55529286133952,1.79374293217899e-05
0.0112352874476558,5.48652881099574e-09,0.74077882052132,2.29071652907716e-05
0.00787564267910806,9.58572934008434e-10,0.581863616862505,7.48060957813917e-05
0.0109112030162485,6.64049877139022e-09,0.806982166996045,8.81897208569856e-05
0.00575569619138293,3.17567575849876e-13,0.641074839747689,1.33768284781509e-05
0.00663614437239159,1.64974081404148e-12,0.733961915274896,2.04937735500037e-05
0.0102695748382986,1.42802106198113e-09,0.814232937350341,7.83558101384696e-05
0.0120986246017696,1.31612767935121e-08,0.78427435079108,5.61292742523348e-05
0.0250647578487553,3.62835070174352e-08,0.959190696095281,9.25605636116791e-05
0.0195213019922091,2.98400155993879e-08,0.724623910090719,1.85132786165719e-05
0.0262438939507622,3.15520956090918e-08,0.915333386153096,3.29100285714025e-06
0.0169122702782793,1.74660220177962e-08,0.863365191666667,3.942264894603e-06
0.0086468522835776,1.80332649245546e-09,0.885958381738572,1.2349408071279e-06
0.00901905122888737,1.03432239026768e-13,0.715183244334153,3.095813629856e-05
