"alpha","beta","sigma","convergence"
0.0124883392211468,6.34671295366213e-09,0.72813052798214,1.95211113224887e-05
0.018207980061239,1.84407992227169e-08,0.735409826886845,5.00054852315246e-05
0.0173059118278498,2.40326221154257e-08,0.52093437855431,4.91867198636043e-06
0.00757638894530851,1.54474869629007e-13,0.564588980528523,7.79387030538222e-06
0.00577211729652403,1.29867356436181e-12,0.537556355622912,9.90039772268608e-05
0.0119575576523308,1.02469461355893e-08,0.759033808725881,7.13156913800065e-06
0.00783835637810294,3.5801437572015e-09,0.745896538879906,1.75281379594043e-06
0.0139856310017821,9.04746889410092e-09,0.833612104617103,4.74721615012996e-05
0.00941108313944369,6.35382392751268e-09,0.734662264103297,8.43859271071477e-06
0.0199583267744384,2.24366597210458e-08,0.821517647632846,2.63391159380661e-05
0.0123025127456388,8.20581633017309e-09,0.66065326691956,2.83469741884171e-05
0.00926255245917784,4.18921024742465e-09,0.603896346203984,9.63040261872331e-05
0.0108940680152317,9.87770802316116e-09,0.649971666151343,1.76890888589637e-05
0.00901529131767896,1.90835104477829e-09,0.889689127332259,6.81334121461469e-05
0.006724931656487,4.9356629862627e-10,0.775073553672813,3.41420089640723e-05
0.0142867273441339,2.91537148175861e-09,0.748820587089861,5.89768105889381e-06
0.0107400731284128,6.60586858144535e-09,0.729441038797295,2.21533315122009e-05
0.0151238788708352,1.63279815928856e-08,0.849669685932765,3.47389708527993e-06
0.0121199243414613,1.66317232914996e-08,0.84143270893119,2.76957842307085e-05
0.0185787878686839,9.79337842183503e-09,0.724510175344461,8.3766156663417e-05
0.0175589385991198,1.79166488196466e-08,0.765969209854873,8.49345695103873e-05
0.0124883958740181,7.08463445032624e-12,0.847024365816939,3.71848548595749e-05
0.0103407068865115,3.20038756938645e-12,0.703116432454493,6.41936597409463e-05
0.00734708028991912,1.76271508208513e-09,0.694399396053646,7.39651071579237e-06
0.0147589360339064,1.68893318726502e-08,0.796082027246183,7.28166075442783e-05
0.0100034537701228,2.03796116631873e-09,0.668212209920628,2.02057623264208e-05
0.00910393629220085,1.04198084779915e-12,0.630910128498506,1.76263359193448e-05
0.00943965842837206,1.26929055653884e-13,0.823694988240001,6.41982225698557e-05
0.00847636309851699,2.34216451149872e-13,0.733272798995135,8.18033113918156e-05
0.01179132060985,2.02143733572968e-08,0.631654783016523,3.8000589129095e-06
0.00937289515698525,6.63397661904675e-10,0.605806684659738,1.6085559128214e-05
0.00912788508029188,4.75276024750671e-09,0.647500558482171,6.21462329169546e-07
0.0127445230564861,1.03761825553e-08,0.833550174547121,4.5689403909098e-05
0.0114048712296497,1.0585200213786e-08,0.722545695509902,3.44354769698832e-05
0.010891494152033,8.86575616033802e-09,0.583740528745497,3.61206449223169e-06
0.0195409495964082,3.17329819912965e-08,0.871905422696832,2.35401378027808e-05
0.0164769348835571,1.93179645878861e-08,0.600537837357954,2.28875933716521e-05
0.011444265974842,2.78720251522425e-09,0.625203553473504,1.13796438426018e-06
0.00940480340867947,1.71254031353204e-08,0.580082097924702,7.21751983002096e-07
0.0104102527763591,1.32012341285883e-08,0.683749049960091,1.71588767750683e-05
0.03276081896011,2.55691080370922e-08,0.788969813015639,1.15222117364799e-06
0.00952744704147568,2.1299570551028e-09,0.756917205715397,3.13994254416346e-05
0.0183920111652281,2.67377467693702e-08,0.841162668468734,2.19427914036823e-05
0.0116102788583678,1.75891882787553e-12,0.924409958716668,5.30416806079397e-05
0.00844763334482661,3.51731096262728e-14,0.557704617504943,2.20064710008014e-05
0.00920175905502916,4.33774454169545e-14,0.752204782486088,8.33945833840215e-05
0.00732158307393869,2.5071031245739e-13,0.694820355350286,5.67452537949046e-05
0.00665909606457983,5.85743970203302e-14,0.749051615512979,1.31236589539298e-05
0.00740428500318488,2.85901681285112e-13,0.689540843549517,1.58414787320588e-05
0.0149222756916868,1.9971957307873e-08,0.697304963262505,1.25745451519265e-06
0.0127392822208043,9.76057435596909e-09,0.662794216750283,7.18251464315894e-05
0.00618186054690079,1.26890069627584e-14,0.666962859062242,2.71694562811952e-05
0.0060413826483357,3.25060330066041e-13,0.367859638967007,2.84211193992755e-06
0.0227560876708454,3.09053767751542e-08,0.830356371396583,3.17255887860261e-05
0.0124267147156335,4.7333746324418e-09,0.76521494915032,4.04099734619119e-06
0.0103825214927412,4.75347604950893e-09,0.828695432855498,1.19820877591431e-05
0.0114386439998802,1.14271845322128e-08,0.761154348506861,3.65283637286885e-05
0.0156786291252409,2.28600767321255e-08,0.753566058979638,4.28896149729693e-05
0.00939308991902876,5.06804284572932e-09,0.630219589694327,9.74335482612038e-05
0.00733927024519897,8.43819758949909e-13,0.711353114088481,4.42907005323734e-05
0.01178024933772,1.20830784740695e-08,0.724953337510003,2.62339327973711e-05
0.0108093833155175,7.25699919363424e-09,0.837405458566719,2.51246891296257e-06
0.0166119118238797,1.79471293721855e-08,0.827419843837559,3.55160395919755e-05
0.00978591048484437,3.58304680320419e-10,0.586918469527048,2.66176778844929e-05
0.0113415677829569,8.51909068824506e-09,0.626981681996532,9.42181901449065e-05
0.0261129684462673,3.42154970243577e-08,0.720836922583304,8.14267016307606e-06
0.0137196993428026,2.10302809340622e-08,0.690768087074963,4.75366383793692e-07
0.0108153313945985,1.23598812452469e-09,0.881096057995019,9.12241872282689e-05
0.0115760324368959,5.23629814966005e-13,0.914194319332793,3.04362795807789e-05
0.00694784435024259,6.58053247317164e-13,0.742784558407356,2.36736633853368e-05
0.00688169322854129,1.91844373631441e-14,0.827357049624442,6.48330708832392e-05
0.0126529927650339,4.2761242686311e-09,0.976427753409107,4.41509587586551e-05
0.00813927617946104,1.55789370563402e-09,0.934355549097435,5.02595770271284e-06
0.00974330041959286,9.39432813192244e-09,0.761470063516529,2.749859341092e-06
0.0106800076665462,1.4938877793262e-08,0.671585577352132,3.88188987005444e-05
0.0206336073097374,2.21598318937828e-08,0.789583666548496,5.0086322343265e-06
0.0106614117358163,6.73363506388616e-09,0.695344980645672,8.56235810802637e-07
0.0122575593547641,6.87610615060392e-09,0.734063701924818,3.25548983484896e-05
0.00602064775445394,1.71894542496911e-12,0.591389476720718,8.28215065503183e-05
0.00806179726414647,1.6257762412708e-09,0.503812399307914,7.83486601783422e-05
0.00966712833196462,4.06291830797932e-09,0.616031134710471,2.17501486248139e-05
0.0157097795085011,1.58951725730436e-08,0.64518059715093,4.08237047198196e-05
0.010200288514897,6.32115476477416e-09,0.498545666554551,6.20099981607629e-05
0.00592533456544785,3.962448123729e-14,0.893689541547819,1.60838608971393e-05
0.0097815209119146,7.57018666516536e-13,0.824759032272334,2.62922092870536e-05
0.0079357864816782,2.10652655655729e-12,0.627202654652003,2.44742191761266e-06
0.00745449478415298,4.98938235702142e-13,0.489531250965447,4.98335008289114e-05
0.00684379146223154,1.41401932288997e-14,0.700082076696043,6.51994863679813e-05
0.00960593151333061,4.34973583571613e-09,0.742498429984855,3.59818617345081e-05
0.00628736520101585,2.25427516465072e-12,0.648227376519598,5.20695967348159e-05
0.0203643910762771,1.88267010301697e-08,0.827515242204583,2.76386805291122e-05
0.0225164318014525,3.6223317338486e-08,0.820728587885214,1.143239343377e-06
0.00905573637325153,6.04015122061728e-13,0.915741298886793,6.78381537607375e-05
0.0207990289294744,2.26105610673139e-08,0.80952320706405,3.65517556214293e-06
0.00944642689078233,5.83807760902534e-09,0.771586351923599,2.60821986470239e-05
0.00818198935208538,4.90136240645215e-13,0.608187357794519,3.37055668075447e-05
0.0101062689272362,9.41748439334809e-13,0.834652328784461,2.22285205979802e-05
0.0257611870413387,2.93192808983909e-08,0.747516347772024,6.7998948579879e-05
0.0118537981382107,7.62523754549049e-09,0.887945219922686,1.78378878592771e-05
0.0121088784066018,1.05381796775282e-08,0.857269629020402,8.42678643666272e-06
0.0316269622746487,4.36294683560018e-08,0.794882990840931,7.02453599665674e-06
0.0111257599029831,3.20093535977838e-12,0.796026091047918,9.29353206925285e-06
0.0256070731027465,2.29181153610856e-08,0.705126474361676,5.05139001970394e-05
0.00778249086467938,2.94186228378837e-13,0.824334585227491,1.08567353054817e-05
0.0120490787512408,1.36798644459827e-08,0.794249927375187,4.6409054722897e-05
0.0238435165087033,1.64590105727863e-08,1.01609723391605,2.77445713004399e-05
0.011837457733818,1.15606394314867e-08,0.909881610535424,4.93017790461803e-06
0.00809150915134521,5.80188838841122e-09,0.898630978920769,5.51373853324243e-07
0.0147047161183144,1.58768687580201e-08,0.789545906158195,4.78629838087389e-05
0.00808944404478202,2.82439525381018e-12,0.689897782154305,7.72151278173702e-05
0.0153241154523404,9.19180799641984e-13,1.10940579518343,5.16243810090931e-06
0.0108068993485822,3.51188559942631e-15,0.797578350000032,1.96678709371936e-05
0.00705891406103287,1.73115911876423e-12,0.662824676561402,5.99805203693586e-05
0.00973385328878394,3.39621307038659e-13,0.852020543397981,7.83644718667335e-07
0.0112367248989626,7.9753154670285e-09,0.776028374418596,1.36782001427035e-05
0.00908181344675034,1.11657253630947e-08,0.616725613775253,2.76036377095858e-06
0.0114629244104512,1.42717642473327e-08,0.800691990886949,3.92075802115072e-06
0.0103911189492218,4.62193627454471e-09,0.729269853737148,1.54060364719552e-05
0.00725733801361361,5.2890839237377e-13,0.624775501237546,6.90994147727551e-05
0.0127426565120368,1.83647581115588e-13,0.816075892587859,3.62408093250873e-05
0.00914675478333565,1.41483883623149e-13,0.778456146926534,2.78202570143969e-05
0.00821729943813659,2.67770742779219e-09,0.709523489140146,3.29751765238259e-05
0.00851547722711011,7.44490366488273e-14,0.567817784083636,3.75274084527403e-05
0.00840369117812482,1.04824258557573e-12,0.664541589017943,9.01406810455917e-05
0.00880473514323881,2.41250141083015e-13,0.783829057938699,7.20528705077982e-05
0.00869968933423245,4.27902793394657e-10,0.647672015932996,2.08335864969433e-05
0.013935150364608,1.15093295581684e-08,0.865890769820573,7.88847828324551e-05
0.0127984300480226,1.37467589467719e-08,0.853563407467887,4.05584840761068e-05
0.0117366990271293,1.79749576421018e-08,0.82626786066273,3.97489360261557e-06
0.00716646188527739,8.14042256948177e-14,0.706064298915296,4.50628744360711e-05
0.00798992608731753,6.01300513791365e-13,0.572173371755139,9.86925901887547e-05
0.00900765220756125,6.71600022276365e-09,0.629084933506294,1.7002021273988e-05
0.013969473853374,2.28835422988532e-14,0.933331692573491,8.68564491596471e-05
0.0066128774114274,4.60627924284307e-12,0.617332256140859,5.22941560331223e-05
0.00670092504337811,1.35672945346105e-12,0.646353939685155,6.6292251700552e-05
0.00691213643939422,6.16435215171855e-13,0.69394877551798,3.34365040611049e-05
0.0113451086163852,9.1295358200876e-09,0.807597069515166,3.2185011094893e-06
0.010195800578925,6.80587547887535e-12,0.923312971037206,4.52408788835328e-05
0.0102386535448527,5.59445815898333e-13,0.888267272486512,3.84230901347783e-05
0.00793889960867506,3.22268833298967e-13,0.669133167029079,5.7499325454275e-05
0.0113740145334044,3.96186015221759e-09,0.67107489015587,1.93074404000536e-06
0.00959710485477258,2.62400703170995e-13,0.825378757233139,5.3106097029705e-05
0.00790301865917432,2.15753255411057e-13,0.704909718404437,8.11366894047398e-05
0.00804200839753284,6.76887367210928e-09,0.730512749635372,5.0669114711611e-06
0.00927719632372839,2.59632992281694e-13,0.719610133498956,9.4758197189618e-05
0.0153442786365908,1.97882671023206e-08,0.702842358559397,1.28462145301925e-05
0.0132957862619122,2.20192754784202e-08,0.805902121841751,8.03057734760972e-05
0.0109278680885366,1.12837630917466e-08,0.798417812127066,2.2859683135116e-05
0.00830616426444647,8.66399893131477e-09,0.661191069051335,4.72192827663353e-05
0.0101450725652196,8.36525658409003e-10,0.559082602266492,1.77903611668212e-05
0.00857358522167843,3.79463579104113e-13,0.696101214477495,1.92669450885885e-05
0.0068749513948985,6.23497811751069e-13,0.533909680185592,1.6644393970399e-06
0.0156286283588469,2.6014788117026e-08,0.634801870499242,3.2678858807132e-06
0.00869232864865723,3.84036596213124e-13,0.762032467264561,6.17589378225482e-05
0.0072494218430859,1.79269283924683e-13,0.845117584739478,6.87601603728628e-05
0.0115831813768719,5.47127682941002e-12,0.931215886964005,6.09065786214484e-05
0.00808865724653592,2.82573043693874e-10,0.510013088386826,3.56409276977392e-05
0.00676813864848644,1.00234909894686e-12,0.791562901979508,3.15344474641892e-05
0.00641042686861931,1.73149157829605e-12,0.670615941525223,9.93132137491672e-05
0.0141879895000212,1.57988612332759e-08,0.617978336706406,5.82182304824617e-05
0.0148577411521669,1.10686325494614e-08,1.24534133104469,6.39564612193164e-05
0.0245172821761188,2.53104428057581e-08,0.772977591926234,9.54742402352692e-05
0.0142526598065731,2.35079608232335e-08,0.716370381883902,9.06236683631444e-05
0.0140043319803353,5.40414011304681e-09,0.729332826872102,1.12605852134403e-05
0.0104596014745579,8.53259918325834e-09,0.818915273811432,7.87712843507898e-06
0.0182125709191694,1.80835149250439e-08,0.581077247517342,2.68839421976306e-05
0.0119347484711267,4.96197547800986e-10,0.703061709590253,2.90694311818152e-05
0.0165714608025268,1.32634457375076e-08,0.793044254242048,3.9679819893655e-05
0.00938310612337533,3.24601193076667e-09,0.626961743849432,7.18721655140765e-06
0.0148876680642656,9.62292557439913e-09,0.716066881919702,5.82115226346514e-06
0.0120259119500297,6.62842145001205e-09,0.766981769493456,4.47183481457896e-05
0.00973644075361635,3.84818263618014e-09,0.545611357936973,2.10544882386358e-05
0.0138798235913713,6.54287874721386e-13,0.74672745551717,4.89225769691711e-05
0.0120443971381352,6.76870142442332e-13,0.702864388347944,3.97501589615758e-05
0.0109608374303485,1.77465721879334e-12,0.90536243199719,6.02124575811042e-05
0.0094696812690912,4.09970053249452e-13,0.63377096758874,1.21524066004916e-05
0.00977640398006179,2.66390420267148e-09,0.828877132023516,2.17188381204277e-05
0.00583643353399301,2.74447825634607e-13,0.498172484347246,4.02630379217148e-05
0.00646687250397167,6.45727805405660e-09,0.621490604352243,4.37139396039722e-05
0.0209647666868414,2.90072041144844e-08,0.689533557714537,3.03814776779088e-05
0.0198499432775442,2.96851412559795e-08,0.677919062933034,2.63398158232746e-05
0.00861920104983395,6.46598201718481e-09,0.855915755838834,1.82030888391959e-05
0.0115397639361349,1.70904339037248e-08,0.652390773758446,1.2686812439565e-06
0.0106930263791512,1.37965944466738e-08,0.625318744490248,9.71705334124249e-05
0.0101146771909599,9.35030309018473e-09,0.697540898840842,4.85079092376459e-06
0.0144243428046137,1.75569749940808e-08,0.68949971442044,7.5628305396949e-07
0.0128557157289792,2.18057425579895e-09,0.691328650707282,4.07116140277115e-06
0.0231884082367969,2.37095250906698e-08,0.745914795467475,8.28830258827325e-06
0.0149961474332753,2.21388290868664e-08,0.751895117334834,1.64554878407303e-05
0.00719097309315424,3.34722094622514e-09,0.581763704484421,4.58126228830221e-06
0.0112158475616896,1.64436282436582e-12,0.90513156436834,1.95406733164471e-05
0.0149492727644301,1.86958854309176e-08,0.589721101731225,6.39203315305115e-05
0.0101183870963807,7.66691714406008e-09,0.791809010440908,8.61064386331731e-07
0.0118588712531045,5.77190658692104e-09,0.606764990962613,6.97511112698698e-06
0.0152021092617109,1.28785125518391e-08,0.786809883616446,2.80741116151615e-05
0.0163428033446842,2.37977089470651e-08,0.85083893640226,4.71229137298568e-05
0.0179011877156687,4.65278417599854e-09,0.794093262357702,1.2866311595768e-05
0.024537582010311,2.720197040086e-08,0.626486948609247,3.08976036916801e-06
0.0114333625345403,3.98695186922629e-09,0.71540574240352,1.82494672215072e-05
0.014030868905481,6.7567895847278e-09,0.756643881111722,9.45332297535625e-06
0.00839189228152445,3.74445024506348e-13,0.541189435816071,3.99185299954205e-07
0.00818822877629993,7.65412548444953e-10,0.603833647183129,3.79543444968871e-06
0.00911833724936618,6.64098978011414e-09,0.746704936179489,2.29182247379648e-05
0.0125333884488723,2.31449188610728e-08,0.634981485010775,2.30338670236959e-05
0.00891043174073903,1.01856728295058e-11,0.791738632685705,4.59505796162553e-05
0.0133616414171639,8.00733060933017e-09,0.848362384526744,1.1153226855065e-05
0.012040721316965,4.83716030629611e-09,0.78123967931858,8.61210801899646e-06
0.0224545206112745,3.13710839430661e-08,0.895218049502594,3.20953654924185e-05
0.0127117164441102,1.28412106492392e-08,0.657139074951226,8.66924009681972e-05
0.00854747488362133,7.73156526440484e-09,0.641489361750987,1.23321692280756e-05
0.0168240961793173,9.33726448693673e-09,0.942769377698624,1.20997096431141e-05
0.0178760212494626,2.20110855040562e-08,0.646453661699169,1.10010642978696e-06
0.0229353894769317,2.73829413270271e-08,0.918683022477317,1.44022196986217e-05
0.0130853733345008,1.67711499690418e-08,0.802528463954157,6.32783176803332e-05
0.00805492780117862,6.18647516322209e-09,0.676120019744689,1.36362073383322e-05
0.00979591813237747,4.22526798476456e-09,0.888465464781139,1.60266885634105e-05
0.0122101363016989,1.06809464697421e-08,0.797744232566814,1.60443786939069e-05
0.0104629833977159,2.94211737044324e-09,0.765556839945807,6.59053168906909e-05
0.011777764996297,2.0483321258696e-08,0.640429968231784,3.91170575361621e-05
0.0142574341678378,1.33239798109621e-08,0.994401141968211,7.25529276123434e-06
0.0116218571335803,7.39871021300515e-11,0.751028864914029,4.20458201003938e-05
0.00716091050625851,5.63669173472846e-13,0.59281743505261,2.65367133689364e-05
0.0185014630855183,1.99186993902197e-08,0.652452760088256,6.88668883095353e-05
0.0143856793084187,1.34134662511271e-08,0.71057533247049,2.05370885000867e-05
0.00624399005312717,2.1135496249381e-13,0.630604116306556,5.18287680606881e-06
0.00889350650478009,9.89920003984459e-13,0.639314380414902,9.45467189095858e-05
0.0140540776928107,1.30384190506823e-08,0.614155156788326,1.2965351166962e-05
0.0181527160782385,2.03847629523821e-08,0.517974481323513,2.16933205838909e-05
0.00946590308048663,9.27331958815752e-09,0.588687403795415,2.80184924491965e-05
0.0142753938183143,2.13593204019108e-08,0.596278098654635,4.0444401965573e-05
0.0169961282620362,1.16126148220169e-12,1.04516292056011,2.50783767869695e-05
0.0149795353959367,1.47754480677084e-08,0.770476957354561,7.3816988803503e-05
0.0145606093425554,2.02984511967076e-08,0.590261765288453,4.52313149021214e-05
0.0303318948020316,3.42010068979573e-08,0.82418304942348,2.11786080641516e-05
0.0113097203598932,1.89515319675942e-08,0.797507427006353,5.22625289415276e-05
0.0245245035905954,2.1277347954905e-08,0.827455665393975,1.54753205717067e-05
0.0244159283992934,1.80582876233057e-08,0.799613182970601,3.25374557217581e-05
0.0107400035762644,2.46807011106457e-12,0.973326545467784,6.09524387178377e-06
0.00964025835943493,3.03554032815051e-12,0.898381550371042,4.20589059077045e-05
0.00912752798961802,6.42171803397808e-09,0.601053004854238,5.85125433571796e-06
0.0152065573784695,1.88513892476954e-08,0.812651323183801,2.15199497987286e-06
0.0127943755678265,1.76999126109595e-08,0.580297731858831,6.81792363821509e-05
0.0171062575121963,1.95598297477785e-08,0.687464030458225,1.4041007216462e-05
0.00966266957133985,6.37705259976948e-09,0.602293216474179,3.284255641414e-05
0.0109503326859402,1.92871328968439e-08,0.511624441100152,2.20036833444453e-07
0.0121841176825348,1.70434359767197e-08,0.527003457514617,4.9450905756564e-05
0.00980236890930984,2.85169731018251e-09,0.821796793764446,1.0209427348427e-05
0.00966810117714732,8.1229635608216e-09,0.625322866758577,4.65545219813483e-05
0.00643024217143309,1.63353571050672e-09,0.654536448223382,8.52638020666354e-06
0.00872347884753414,5.21385718539973e-10,0.600885289355103,6.34284317947307e-05
0.0148112737763358,1.53471198464941e-08,0.937538420205243,3.13446071089197e-06
0.00782899086871162,7.06045787537759e-13,0.759621644472682,4.52119775672159e-05
0.00883079709066011,1.54750143521382e-13,0.624877491921376,6.84509066819079e-05
0.0122447322669792,9.35618525141212e-09,0.635345951455387,4.63416000648312e-05
0.0108247317422901,9.6736227693568e-09,0.75861745785047,8.23695523850272e-05
0.012092530800172,5.89508567165739e-09,0.711155985201148,1.04754799546901e-05
0.0114230542977122,4.21109709830599e-13,0.90568250458893,2.21743808402544e-05
0.0148159713520626,2.22310373316832e-13,0.885214254410431,7.82671931287175e-05
0.0112054353242142,5.81601986222812e-13,0.722521027875696,4.1121741825585e-05
0.0118035063232232,6.33613962404671e-14,0.786158375150296,2.67580029126044e-05
0.0100753873902894,2.11384424690695e-13,0.812268916334117,2.15996974951739e-05
0.00671085159701256,1.31915350814809e-13,0.764810626319987,5.69088598333138e-05
0.00782501211842904,7.22763406538140e-14,0.634334391659848,2.69924302113117e-05
0.00960413242542111,3.30011965830758e-14,0.704349536917232,3.66457932010278e-05
0.0137964921083154,6.39911024933719e-09,0.776324407819393,8.42335571982054e-07
0.00807346234495921,7.80310591116748e-14,1.1274073265829,1.30355498280179e-05
0.00907291920157113,6.79365994546856e-14,0.856576803483235,6.44778154440903e-05
0.015694605246483,1.06647997312829e-11,0.911700306671561,3.22214339286475e-05
0.00759302872695758,5.66508040117865e-13,0.64906490588345,2.68460119395827e-05
0.0102541587139245,2.60042626580957e-09,0.787400261807179,6.95989936368509e-08
0.00976143064897027,5.88509965066899e-09,0.866604558224044,1.60538857665602e-05
0.0105037468548049,6.26728683610257e-09,0.788237967013561,1.00580051976028e-05
0.0149915633880086,2.92157110686851e-08,0.627713486996936,8.4301079965945e-05
0.0191047673950931,1.54913817942413e-08,0.945158858880805,3.83916851495745e-06
0.0111715904835433,1.90465467727318e-08,0.712850839879367,7.29645349594177e-05
0.0254255825540013,3.89350487441327e-08,0.864109466819482,2.31275820419415e-06
0.0136058664315213,1.54553461975337e-08,0.681647502977316,4.68036265795588e-05
0.0117528299667677,1.357103123863e-08,0.623866433543579,7.48252429675391e-06
0.0140689092742157,1.60452013108477e-08,0.842013357953172,5.79572162992122e-06
0.0155124355687601,1.13399175783181e-08,0.694391083161251,9.40275133869706e-06
0.0531975376948974,5.18811346559376e-08,1.00984676082731,2.17388959720866e-05
0.0230183448330516,1.82667542276715e-08,0.987206195406835,5.91668853659614e-05
0.0174923066192793,2.58219373283094e-08,0.665322693390922,7.25871511904073e-05
0.0114080039168641,2.38951061783664e-13,0.750631119151283,9.42649366493743e-05
0.0121313302946763,4.46042823476048e-12,0.881980440227153,7.82037686485699e-06
0.00488244376158422,1.38750237637803e-12,0.432198112546687,2.37186121594937e-05
0.0100425780738414,4.40664048935167e-09,0.860435395393575,2.16007335306196e-05
0.01247680696049,5.73756257662389e-09,0.872994943976825,1.57545273912829e-05
0.0139040026436027,1.44472209522467e-08,0.883826966421797,5.90229211238726e-07
0.0147701743809971,2.00882575825073e-08,0.915130123073292,9.2976239501764e-06
0.00981211928998609,7.62104108250322e-09,0.78611537533523,2.73791986871425e-05
0.0120298343803082,2.05224059071341e-12,0.83582979467959,6.37970819501646e-06
0.0126298492038344,7.5847155040713e-14,0.87031209424101,1.26790873169774e-05
0.0110399035668184,5.94346732347519e-13,0.81977951203714,8.29243591585227e-05
0.0096463423081653,8.53902847326768e-09,0.834206212869094,3.23888177503842e-05
0.0233718369865782,2.68281353395739e-08,0.876431026385908,8.34129737482465e-05
0.0143876435569635,1.02906347335253e-08,0.725774841798864,4.22361419990026e-05
0.0090652348261222,7.03992864178737e-09,0.824066916506003,2.19364251647036e-05
0.0071812695294418,1.7399074534303e-13,0.764031125348763,4.27398725473925e-05
0.0179375403077805,2.6129644501505e-08,0.695076717423417,5.31402800569169e-05
0.00940729153368745,1.36446994617547e-12,0.969482231474036,2.281900888311e-05
0.0108831014918086,9.94322363461474e-09,0.615446895550174,1.03838968631164e-05
0.0158099186258604,1.53396631785459e-08,0.758204124050617,3.8200898580997e-08
0.0317519867818504,4.21785174454009e-08,0.704699075803545,8.21216697012814e-05
0.0154803451152387,1.8649224723303e-08,0.920072163374461,1.52572190471634e-05
0.00651516642561067,1.31581180329607e-12,0.584124522934499,8.63696274066521e-05
0.0161175752469125,2.650435658007e-08,0.696773755731613,3.9653202484916e-05
0.0119595617367923,8.19383312625637e-09,0.816335592144974,5.71417254039066e-05
0.00875913525780172,1.33070082880869e-12,0.636506038373038,2.65613536634778e-05
0.0161359622960984,1.66358854273942e-08,0.911346657120899,5.49853591207217e-06
0.012489289343299,1.30004915618423e-08,0.621205017986805,7.04597224789064e-05
0.00958183537126159,3.06445910622304e-09,0.760218227379339,1.16740360636315e-05
0.00659184193960233,8.69147498019483e-14,0.724759587059364,1.59481271839543e-05
0.0108113368423321,1.63159067105812e-13,0.930112941557355,7.59431960305347e-05
0.00892651632214855,6.35135372029405e-13,0.725792941314971,1.46785360624775e-05
0.00775511734794142,1.84196139261429e-13,0.722157961110046,5.7811320497274e-06
0.00734562821987347,1.12352352861693e-12,0.761371907687467,7.49904984603494e-05
0.00523103000556852,9.84299580134492e-14,0.490643007643839,5.08670344779268e-06
0.0185852273406959,1.48619937767376e-08,0.601607663812854,2.97366457378922e-05
0.0233888851703393,2.61925643740252e-08,0.971571037433959,7.72242312719363e-05
0.0153820249214112,1.06780129023776e-08,0.985002715330963,2.67893388066821e-05
0.0166361917339139,2.01027423758586e-08,0.622170476195365,1.17234591734174e-05
0.0246775591615953,1.85296340093058e-08,0.976955590703598,8.17864241833337e-06
0.0142223942810469,1.07028820344897e-08,0.721047844906681,8.47538094169413e-06
0.00850436581057822,1.92879823887386e-13,0.665936368874807,1.54037332998407e-05
0.0146615080495306,1.82773784512039e-08,0.80200359849834,3.37138179936324e-05
0.00749780153037745,2.20617585462313e-12,0.597611047183564,3.37386957219246e-05
0.00780181042209208,1.59494602883736e-13,0.586554749873151,2.28484920529947e-05
0.0117425360444775,6.54426321215271e-09,0.712792741427435,6.66251484291864e-05
0.0216972620331667,9.96075025129355e-09,0.942216360706986,2.25918966598449e-05
0.0131743710178633,7.95050785055293e-09,0.648231109205792,5.03378749927137e-05
0.010828742913387,7.6208362875899e-09,0.62267590520517,4.67718963808904e-05
0.0126122125383634,1.15270905470555e-08,0.810991537306052,9.41103448338074e-06
0.0115921803177437,1.98820405638073e-08,0.765426106179186,8.13040205974274e-05
0.0129567459669264,1.74167979226855e-08,0.891254126329281,1.96837421025034e-05
0.00621921433375219,6.92306910981704e-13,0.521657566206101,8.17817502044382e-06
0.0178833154603674,3.11608394700265e-08,0.756409011251759,2.764757528361e-06
0.0184045781885653,1.88823470993916e-08,0.97961487305631,6.08403531102819e-07
0.0189474109296319,2.61402710764872e-08,0.88511928483381,1.35068551571029e-05
0.00844177873832242,1.67810264350131e-08,0.618594032917637,2.31054958456282e-05
0.00932135552312566,2.04786819918128e-13,0.784283978647207,5.2457423268037e-05
0.0106138053387541,8.62432255048753e-09,0.916197402439847,6.31632480943168e-05
0.0182865145038228,8.39066915856192e-09,0.765633829015821,6.9003776465325e-05
0.0104528622970046,9.42331400117619e-09,0.828402712240751,4.71201900592668e-05
0.0119519436735079,1.66479979996927e-08,0.762949256717822,2.04922654218056e-05
0.0139029698611002,4.42068291717298e-09,0.759541754291501,3.31690150316833e-05
0.00900167895118918,5.15030548454537e-09,0.676379940218548,9.94858926030329e-05
0.00998461873315797,1.67160282544939e-08,0.561245610478422,8.03028658316696e-07
0.0123874687401116,1.37578793931697e-08,0.498104118923961,6.8511542578805e-05
0.0149157162209632,1.75028982549335e-08,0.741444223844332,4.06381467137308e-05
0.0139944730041539,1.58873764668238e-08,0.95892294005093,8.00537604397508e-05
0.00743080525939906,1.6563720450373e-09,0.697306511625581,2.58633132333236e-05
0.0126730876419241,1.09410628612021e-08,0.791872191903525,5.84364820277971e-05
0.0202460474793789,1.81727885204997e-08,0.973804774184232,2.3876493492065e-05
0.0140620547109268,2.06082738649631e-08,0.504352061333505,6.00198314749576e-05
0.0231155636506279,2.63811917182505e-08,0.842326851008433,5.02821091241918e-06
0.0104313488093972,1.6896757717734e-14,0.89126934542504,3.08475318316995e-05
0.00953591713758543,4.48282895037885e-14,0.932766873037739,1.7718659070598e-05
0.0112534925214855,1.42820904531669e-14,0.752838907236535,7.34096261798425e-05
